protein1	protein2	biogrid_id	interaction_type	pmid
SQSTM1	UBC	BIOGRID:1030134;BIOGRID:1031602;BIOGRID:1032941;BIOGRID:1032942;BIOGRID:1059873;BIOGRID:556038;BIOGRID:560820;BIOGRID:573125;BIOGRID:573293;BIOGRID:601344;BIOGRID:606005;BIOGRID:608157;BIOGRID:609305;BIOGRID:614910;BIOGRID:621233;BIOGRID:624449;BIOGRID:630455;BIOGRID:666421;BIOGRID:669254;BIOGRID:669829;BIOGRID:670059;BIOGRID:679502;BIOGRID:679503;BIOGRID:679854;BIOGRID:679862;BIOGRID:679872;BIOGRID:679873;BIOGRID:680430;BIOGRID:680515;BIOGRID:681981;BIOGRID:681984;BIOGRID:682094;BIOGRID:682095;BIOGRID:682523;BIOGRID:682524;BIOGRID:682827;BIOGRID:683947;BIOGRID:683949;BIOGRID:684419;BIOGRID:684536;BIOGRID:718742;BIOGRID:718763;BIOGRID:729395;BIOGRID:732576;BIOGRID:814446;BIOGRID:815858;BIOGRID:832502;BIOGRID:850746;BIOGRID:904530;BIOGRID:939041;BIOGRID:939784;BIOGRID:941486;BIOGRID:948033;BIOGRID:985632;BIOGRID:985696;BIOGRID:986120	direct interaction;physical association	pubmed:12857745;pubmed:15158159;pubmed:15176995;pubmed:15340068;pubmed:15765181;pubmed:15953362;pubmed:16196087;pubmed:16286508;pubmed:16335966;pubmed:16691492;pubmed:17203973;pubmed:17550899;pubmed:18083707;pubmed:18781797;pubmed:19049332;pubmed:19201866;pubmed:19250911;pubmed:19285159;pubmed:19850743;pubmed:19931284;pubmed:21139048;pubmed:21890473;pubmed:21900206;pubmed:21903097;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22017874;pubmed:22053931;pubmed:22118674;pubmed:22505724;pubmed:22674379;pubmed:23000965;pubmed:23117207;pubmed:23314748;pubmed:23795962;pubmed:23989536;pubmed:24642144;pubmed:24654937;pubmed:24769734;pubmed:25015289;pubmed:25042851;pubmed:25147182;pubmed:25244949;pubmed:25311206;pubmed:8702753
SQSTM1	WDFY3	BIOGRID:679013;BIOGRID:685519;BIOGRID:685521;BIOGRID:914942	physical association	pubmed:20168092;pubmed:20971078;pubmed:24128730
SRBD1	UBC	BIOGRID:622589;BIOGRID:945633	physical association	pubmed:21139048;pubmed:24816145
SRC	SRC	BIOGRID:607023;BIOGRID:607385;BIOGRID:727643;BIOGRID:736147	direct interaction;physical association	pubmed:11078745;pubmed:12606547;pubmed:15020686;pubmed:21335603
SRC	STAT1	BIOGRID:279073;BIOGRID:286237;BIOGRID:855243;BIOGRID:855244	physical association	pubmed:10358079;pubmed:14978237;pubmed:9344858
SRC	STAT3	BIOGRID:305108;BIOGRID:305109;BIOGRID:511437;BIOGRID:511438;BIOGRID:677547;BIOGRID:677549;BIOGRID:855156	direct interaction;physical association	pubmed:12244095;pubmed:15313931;pubmed:21573184;pubmed:8657134
SRC	SYK	BIOGRID:281187;BIOGRID:879718	direct interaction;physical association	pubmed:7513017;pubmed:9389695
SRC	THRB	BIOGRID:263445;BIOGRID:516664	direct interaction	pubmed:10454579;pubmed:14985366
SRC	TLR4	BIOGRID:569223;BIOGRID:905184;BIOGRID:905185	physical association	pubmed:20379791;pubmed:21911421
SRC	TNFRSF1A	BIOGRID:670632;BIOGRID:856676;BIOGRID:887079	direct interaction;physical association	pubmed:15707590;pubmed:18606683;pubmed:9237663
SRC	TNK2	BIOGRID:566520;BIOGRID:677765;BIOGRID:722466;BIOGRID:722471;BIOGRID:722473;BIOGRID:724117	direct interaction;physical association	pubmed:14506255;pubmed:17038317;pubmed:19144635;pubmed:21309750
SRC	TRAF1	BIOGRID:276556;BIOGRID:670635	physical association	pubmed:10635328;pubmed:15707590
SRC	TRAF3	BIOGRID:276557;BIOGRID:719934	physical association	pubmed:10635328;pubmed:19419966
SRC	TRAF6	BIOGRID:276558;BIOGRID:657745	direct interaction;physical association	pubmed:10635328;pubmed:22447928
SRC	UBC	BIOGRID:1031304;BIOGRID:569252;BIOGRID:574111;BIOGRID:620940;BIOGRID:657749;BIOGRID:680147;BIOGRID:845264;BIOGRID:946854	physical association	pubmed:14661060;pubmed:17936276;pubmed:20584982;pubmed:21139048;pubmed:21890473;pubmed:21911421;pubmed:22447928;pubmed:25147182
SRC	VDR	BIOGRID:481810;BIOGRID:503223;BIOGRID:534878;BIOGRID:574365;BIOGRID:590708;BIOGRID:590710;BIOGRID:656146	direct interaction;physical association	pubmed:12796488;pubmed:12893883;pubmed:15604093;pubmed:15919723;pubmed:20371703;pubmed:21917910
SRC	WAS	BIOGRID:274752;BIOGRID:274757;BIOGRID:302011	direct interaction;physical association	pubmed:8805332;pubmed:8824280
SRCAP	UBC	BIOGRID:618374;BIOGRID:625648;BIOGRID:627792	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983
SREBF1	UBC	BIOGRID:1030095;BIOGRID:486689;BIOGRID:504666;BIOGRID:561271;BIOGRID:610045;BIOGRID:620930;BIOGRID:630161;BIOGRID:732094;BIOGRID:846364;BIOGRID:850102	physical association	pubmed:12640139;pubmed:14615581;pubmed:20595232;pubmed:21139048;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22505724;pubmed:23000965;pubmed:25147182
SREBF2	SREBF2	BIOGRID:275554;BIOGRID:695845	direct interaction	pubmed:11283257;pubmed:15798184
SREBF2	UBC	BIOGRID:1030467;BIOGRID:620929;BIOGRID:630160;BIOGRID:732095;BIOGRID:846038;BIOGRID:848811	physical association	pubmed:21139048;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22505724;pubmed:25147182
SREBF2	UBE2I	BIOGRID:260052;BIOGRID:464628	direct interaction;physical association	pubmed:12615929;pubmed:20936779
SREK1	SREK1	BIOGRID:1050118;BIOGRID:614418	direct interaction;physical association	pubmed:14559993;pubmed:25416956
SREK1	SRPK1	BIOGRID:614449;BIOGRID:907444	direct interaction;physical association	pubmed:14559993;pubmed:23602568
SREK1	SRSF2	BIOGRID:300295;BIOGRID:614396;BIOGRID:614420	direct interaction;physical association	pubmed:11991645;pubmed:14559993
SREK1	SRSF3	BIOGRID:300294;BIOGRID:614403;BIOGRID:614421	direct interaction;physical association	pubmed:11991645;pubmed:14559993
SRF	SRF	BIOGRID:565370;BIOGRID:878825;BIOGRID:890966	direct interaction	pubmed:2046671;pubmed:2108863;pubmed:8083237
SRFBP1	UBC	BIOGRID:624174;BIOGRID:850874	physical association	pubmed:21890473;pubmed:23000965
SRGAP2	UBC	BIOGRID:1030042;BIOGRID:618097;BIOGRID:627526;BIOGRID:846130;BIOGRID:945134	physical association	pubmed:21139048;pubmed:21906983;pubmed:21963094;pubmed:24816145;pubmed:25147182
SRGAP2P1	UBC	BIOGRID:629863;BIOGRID:946087	physical association	pubmed:21906983;pubmed:24816145
SRI	SRI	BIOGRID:1023731;BIOGRID:122168	direct interaction	pubmed:16189514;pubmed:18330356
SRI	STAT3	BIOGRID:1023732;BIOGRID:891639;BIOGRID:894159	direct interaction;physical association	pubmed:18330356;pubmed:21988832
SRI	UBC	BIOGRID:610407;BIOGRID:614934;BIOGRID:620939;BIOGRID:624066;BIOGRID:630171;BIOGRID:695397;BIOGRID:729560;BIOGRID:850914;BIOGRID:943076	physical association	pubmed:20972266;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21979464;pubmed:22053931;pubmed:23000965;pubmed:24816145
SRM	UBC	BIOGRID:1031249;BIOGRID:620926;BIOGRID:624048;BIOGRID:630157;BIOGRID:729590;BIOGRID:848036;BIOGRID:851983;BIOGRID:945489	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22053931;pubmed:23000965;pubmed:24816145;pubmed:25147182
SRP14	SRP9	BIOGRID:304868;BIOGRID:796303	direct interaction;physical association	pubmed:2153922;pubmed:23221635
SRP14	UBC	BIOGRID:560673;BIOGRID:607967;BIOGRID:620923;BIOGRID:624043;BIOGRID:630154;BIOGRID:729941;BIOGRID:732097;BIOGRID:846710;BIOGRID:850494;BIOGRID:943628	physical association	pubmed:16196087;pubmed:18781797;pubmed:21139048;pubmed:21853274;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22505724;pubmed:23000965;pubmed:24816145
SRP54	UBC	BIOGRID:620921;BIOGRID:624040;BIOGRID:630152;BIOGRID:732098;BIOGRID:851638;BIOGRID:943075;BIOGRID:986066	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:22505724;pubmed:23000965;pubmed:24816145;pubmed:25015289
SRP68	UBC	BIOGRID:610046;BIOGRID:620911;BIOGRID:624031;BIOGRID:630140;BIOGRID:846353;BIOGRID:850086;BIOGRID:943305	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:23000965;pubmed:24816145
SRP72	UBC	BIOGRID:560667;BIOGRID:610047;BIOGRID:620910;BIOGRID:624029;BIOGRID:630139;BIOGRID:729662;BIOGRID:732099;BIOGRID:847079;BIOGRID:850892	physical association	pubmed:16196087;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22505724;pubmed:23000965
SRP9	UBC	BIOGRID:1031096;BIOGRID:620924;BIOGRID:624045;BIOGRID:630155;BIOGRID:729511;BIOGRID:732096;BIOGRID:846010;BIOGRID:849688;BIOGRID:944939;BIOGRID:986065	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24816145;pubmed:25015289;pubmed:25147182
SRPK1	SRSF1	BIOGRID:264546;BIOGRID:264548;BIOGRID:303542;BIOGRID:303686;BIOGRID:305417;BIOGRID:305419;BIOGRID:305422;BIOGRID:305425;BIOGRID:907393	direct interaction;physical association	pubmed:10196197;pubmed:12565863;pubmed:17517895;pubmed:23602568;pubmed:9472028
SRPK1	SUMO2	BIOGRID:613691;BIOGRID:985255	physical association	pubmed:21693764;pubmed:25027693
SRPK1	U2AF1	BIOGRID:827553;BIOGRID:828577;BIOGRID:906687	direct interaction;physical association	pubmed:22365833;pubmed:23602568
SRPK1	UBC	BIOGRID:620909;BIOGRID:624027;BIOGRID:851060;BIOGRID:945135	physical association	pubmed:21139048;pubmed:21890473;pubmed:23000965;pubmed:24816145
SRPK2	SRPK2	BIOGRID:1042360;BIOGRID:906610	direct interaction;physical association	pubmed:23602568;pubmed:25416956
SRPK2	SRSF1	BIOGRID:303543;BIOGRID:303689;BIOGRID:305420;BIOGRID:305421;BIOGRID:907236	direct interaction;physical association	pubmed:10196197;pubmed:12565863;pubmed:23602568;pubmed:9472028
SRPK2	SRSF2	BIOGRID:303545;BIOGRID:906634	direct interaction;physical association	pubmed:23602568;pubmed:9472028
SRPK2	SRSF3	BIOGRID:303544;BIOGRID:907235	direct interaction	pubmed:23602568;pubmed:9472028
SRPK2	SRSF5	BIOGRID:303546;BIOGRID:907239	direct interaction	pubmed:23602568;pubmed:9472028
SRPK2	SRSF6	BIOGRID:303547;BIOGRID:906623	direct interaction;physical association	pubmed:23602568;pubmed:9472028
SRPK2	U2AF1	BIOGRID:1042361;BIOGRID:827554;BIOGRID:828580;BIOGRID:906333;BIOGRID:906621	direct interaction;physical association	pubmed:22365833;pubmed:23602568;pubmed:25416956
SRPK2	U2AF2	BIOGRID:119679;BIOGRID:303548;BIOGRID:906306;BIOGRID:906337;BIOGRID:906640	direct interaction;physical association	pubmed:16189514;pubmed:23602568;pubmed:9472028
SRPK2	UBC	BIOGRID:845246;BIOGRID:850163;BIOGRID:943997	physical association	pubmed:21890473;pubmed:23000965;pubmed:24816145
SRPK2	ZRSR2	BIOGRID:1042363;BIOGRID:907250	direct interaction	pubmed:23602568;pubmed:25416956
SRPR	UBC	BIOGRID:620907;BIOGRID:943099	physical association	pubmed:21139048;pubmed:24816145
SRPRB	UBC	BIOGRID:1030146;BIOGRID:608373;BIOGRID:609306;BIOGRID:619671;BIOGRID:623570;BIOGRID:628993;BIOGRID:695969;BIOGRID:731895;BIOGRID:850805;BIOGRID:939755	physical association	pubmed:18344599;pubmed:18781797;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21987572;pubmed:22505724;pubmed:23000965;pubmed:24654937;pubmed:25147182
SRR	UBC	BIOGRID:445187;BIOGRID:617955;BIOGRID:799470	physical association	pubmed:16714286;pubmed:21139048;pubmed:22801410
SRRM1	SRSF3	BIOGRID:483043;BIOGRID:697682	physical association	pubmed:10809668;pubmed:16159877
SRRM1	UBC	BIOGRID:620762;BIOGRID:625401;BIOGRID:849195	physical association	pubmed:21139048;pubmed:21890473;pubmed:23000965
SRRM2	SUMO2	BIOGRID:613696;BIOGRID:637039;BIOGRID:643824	physical association	pubmed:19471022;pubmed:21252943;pubmed:21693764
SRRM2	UBC	BIOGRID:622715;BIOGRID:624070;BIOGRID:631800;BIOGRID:944731	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:24816145
SRRM2	YWHAB	BIOGRID:241473;BIOGRID:574571	physical association	pubmed:15324660;pubmed:17353931
SRRM2	YWHAE	BIOGRID:483138;BIOGRID:903883	physical association	pubmed:16159877;pubmed:19608861
SRRM2	YWHAG	BIOGRID:241433;BIOGRID:574763	physical association	pubmed:15324660;pubmed:17353931
SRRT	SUMO2	BIOGRID:636554;BIOGRID:985257	physical association	pubmed:19471022;pubmed:25027693
SRRT	UBC	BIOGRID:619070;BIOGRID:626724;BIOGRID:628428;BIOGRID:729209;BIOGRID:731524;BIOGRID:851128;BIOGRID:943244	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24816145
SRSF1	SRSF1	BIOGRID:276389;BIOGRID:279063	direct interaction	pubmed:8816452;pubmed:9799243
SRSF1	TOP1	BIOGRID:283424;BIOGRID:306125;BIOGRID:574648;BIOGRID:680410	direct interaction;physical association	pubmed:12270705;pubmed:15848144;pubmed:20805487;pubmed:9611241
SRSF1	U2AF1	BIOGRID:276388;BIOGRID:279067;BIOGRID:892495	direct interaction	pubmed:21988832;pubmed:8816452;pubmed:9799243
SRSF1	UBC	BIOGRID:560982;BIOGRID:622355;BIOGRID:625914;BIOGRID:631478;BIOGRID:729942;BIOGRID:732023;BIOGRID:845750;BIOGRID:848478;BIOGRID:849417;BIOGRID:933133;BIOGRID:943851	physical association	pubmed:16196087;pubmed:21139048;pubmed:21853274;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24368769;pubmed:24816145
SRSF11	UBC	BIOGRID:621472;BIOGRID:624802;BIOGRID:847474;BIOGRID:851344;BIOGRID:943390	physical association	pubmed:21139048;pubmed:21890473;pubmed:21963094;pubmed:23000965;pubmed:24816145
SRSF2	U2AF1	BIOGRID:279066;BIOGRID:827548;BIOGRID:828152	direct interaction	pubmed:22365833;pubmed:8816452
SRSF2	UBC	BIOGRID:622354;BIOGRID:625913;BIOGRID:631477;BIOGRID:732024;BIOGRID:846338;BIOGRID:850072	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22505724;pubmed:23000965
SRSF3	UBC	BIOGRID:622352;BIOGRID:625911;BIOGRID:631475;BIOGRID:732025;BIOGRID:851034;BIOGRID:943472;BIOGRID:986270	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:22505724;pubmed:23000965;pubmed:24816145;pubmed:25015289
SRSF3	YWHAQ	BIOGRID:242769;BIOGRID:574831	physical association	pubmed:15324660;pubmed:17353931
SRSF4	UBC	BIOGRID:622350;BIOGRID:625907;BIOGRID:851942	physical association	pubmed:21139048;pubmed:21890473;pubmed:23000965
SRSF5	UBC	BIOGRID:622336;BIOGRID:625884;BIOGRID:631462;BIOGRID:678309;BIOGRID:729399;BIOGRID:850232;BIOGRID:945272	physical association	pubmed:16429130;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:22053931;pubmed:23000965;pubmed:24816145
SRSF6	UBC	BIOGRID:622334;BIOGRID:625882;BIOGRID:631461;BIOGRID:732026;BIOGRID:851117	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:22505724;pubmed:23000965
SRSF7	UBC	BIOGRID:604961;BIOGRID:622332;BIOGRID:625881;BIOGRID:631459;BIOGRID:729353;BIOGRID:732027;BIOGRID:850795;BIOGRID:986058	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:22053931;pubmed:22178446;pubmed:22505724;pubmed:23000965;pubmed:25015289
SRSF8	UBC	BIOGRID:627449;BIOGRID:730512;BIOGRID:844974;BIOGRID:846429;BIOGRID:850179	physical association	pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22505724;pubmed:23000965
SRSF9	UBC	BIOGRID:604962;BIOGRID:622171;BIOGRID:625693;BIOGRID:631320;BIOGRID:729400;BIOGRID:732562;BIOGRID:846366;BIOGRID:850104;BIOGRID:944214	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22053931;pubmed:22178446;pubmed:22505724;pubmed:23000965;pubmed:24816145
SS18L2	UBC	BIOGRID:629968;BIOGRID:731483	physical association	pubmed:21906983;pubmed:22505724
SSB	UBC	BIOGRID:560989;BIOGRID:620892;BIOGRID:624011;BIOGRID:630125;BIOGRID:732101;BIOGRID:849469;BIOGRID:942852	physical association	pubmed:16196087;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:22505724;pubmed:23000965;pubmed:24816145
SSBP1	UBC	BIOGRID:610301;BIOGRID:620891;BIOGRID:624010;BIOGRID:630124;BIOGRID:732102;BIOGRID:851680;BIOGRID:944077	physical association	pubmed:20972266;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:22505724;pubmed:23000965;pubmed:24816145
SSBP2	TAL1	BIOGRID:279373;BIOGRID:575521	physical association	pubmed:16407974;pubmed:19497860
SSBP3	TAL1	BIOGRID:279374;BIOGRID:575520	physical association	pubmed:16407974;pubmed:19497860
SSBP3	UBC	BIOGRID:631392;BIOGRID:944512	physical association	pubmed:21906983;pubmed:24816145
SSFA2	UBC	BIOGRID:624009;BIOGRID:630123;BIOGRID:847799;BIOGRID:851723	physical association	pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:23000965
SSFA2	YWHAZ	BIOGRID:464601;BIOGRID:894160	direct interaction	pubmed:20936779;pubmed:21988832
SSNA1	UBC	BIOGRID:622277;BIOGRID:625801;BIOGRID:732547;BIOGRID:851362;BIOGRID:943771	physical association	pubmed:21139048;pubmed:21890473;pubmed:22505724;pubmed:23000965;pubmed:24816145
SSR1	UBC	BIOGRID:610048;BIOGRID:620889;BIOGRID:630122	physical association	pubmed:21139048;pubmed:21906983;pubmed:21987572
SSR2	UBC	BIOGRID:1030624;BIOGRID:610049;BIOGRID:630121;BIOGRID:732103;BIOGRID:846609;BIOGRID:943428	physical association	pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22505724;pubmed:24816145;pubmed:25147182
SSR3	UBC	BIOGRID:1030677;BIOGRID:608344;BIOGRID:620888;BIOGRID:630120;BIOGRID:845842;BIOGRID:849522;BIOGRID:944456	physical association	pubmed:18781797;pubmed:21139048;pubmed:21906983;pubmed:21963094;pubmed:23000965;pubmed:24816145;pubmed:25147182
SSR4	UBC	BIOGRID:1030361;BIOGRID:560664;BIOGRID:608014;BIOGRID:610050;BIOGRID:610320;BIOGRID:620887;BIOGRID:624007;BIOGRID:630119;BIOGRID:729498;BIOGRID:732104;BIOGRID:848154;BIOGRID:852114;BIOGRID:943647	physical association	pubmed:16196087;pubmed:18781797;pubmed:20972266;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24816145;pubmed:25147182
SSRP1	SUMO2	BIOGRID:480571;BIOGRID:613793;BIOGRID:636723;BIOGRID:643825;BIOGRID:985258	physical association	pubmed:19394292;pubmed:19471022;pubmed:21252943;pubmed:21693764;pubmed:25027693
SSRP1	SUMO3	BIOGRID:1051158;BIOGRID:984663	physical association	pubmed:25027693;pubmed:25391492
SSRP1	SUPT16H	BIOGRID:449080;BIOGRID:470974;BIOGRID:477900;BIOGRID:478384;BIOGRID:478385;BIOGRID:571876	physical association	pubmed:16682447;pubmed:16713563;pubmed:16902406;pubmed:19214185;pubmed:21055985
SSRP1	TONSL	BIOGRID:571867;BIOGRID:571874;BIOGRID:571887;BIOGRID:683680	physical association	pubmed:21055985;pubmed:21113133
SSRP1	UBC	BIOGRID:604963;BIOGRID:608132;BIOGRID:620886;BIOGRID:624006;BIOGRID:630118;BIOGRID:732105;BIOGRID:847395;BIOGRID:851260;BIOGRID:943652	physical association	pubmed:18781797;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22178446;pubmed:22505724;pubmed:23000965;pubmed:24816145
SSSCA1	SSSCA1	BIOGRID:1045500;BIOGRID:120819	direct interaction	pubmed:16189514;pubmed:25416956
SSSCA1	UBC	BIOGRID:609307;BIOGRID:619585;BIOGRID:623592;BIOGRID:628900;BIOGRID:729686;BIOGRID:730456;BIOGRID:850560;BIOGRID:942734	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21987572;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24816145
SSU72	UBC	BIOGRID:621387;BIOGRID:626266;BIOGRID:630584;BIOGRID:851218	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:23000965
SSX2IP	UBC	BIOGRID:625742;BIOGRID:631838;BIOGRID:845710	physical association	pubmed:21890473;pubmed:21906983;pubmed:21963094
ST13	UBC	BIOGRID:1030721;BIOGRID:608010;BIOGRID:620856;BIOGRID:623972;BIOGRID:630090;BIOGRID:732107;BIOGRID:846180;BIOGRID:848368;BIOGRID:848838;BIOGRID:849887;BIOGRID:942881	physical association	pubmed:18781797;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24816145;pubmed:25147182
ST13P4	UBC	BIOGRID:628554;BIOGRID:939645;BIOGRID:946245	physical association	pubmed:21906983;pubmed:24654937;pubmed:24816145
ST13P5	UBC	BIOGRID:609656;BIOGRID:630746;BIOGRID:945958	physical association	pubmed:21906983;pubmed:21987572;pubmed:24816145
ST14	UBC	BIOGRID:630089;BIOGRID:845580	physical association	pubmed:21906983;pubmed:21963094
ST3GAL4	UBC	BIOGRID:631363;BIOGRID:845857	physical association	pubmed:21906983;pubmed:21963094
ST7	UBC	BIOGRID:617837;BIOGRID:623298;BIOGRID:846860	physical association	pubmed:21139048;pubmed:21890473;pubmed:21963094
ST7L	UBC	BIOGRID:845147;BIOGRID:845479	physical association	pubmed:21890473;pubmed:21963094
STAC3	STAC3	BIOGRID:1050317;BIOGRID:121199;BIOGRID:126327	direct interaction;physical association	pubmed:16189514;pubmed:25416956
STAC3	ZCCHC10	BIOGRID:1047734;BIOGRID:121214	direct interaction	pubmed:16189514;pubmed:25416956
STAG1	UBC	BIOGRID:620728;BIOGRID:625378;BIOGRID:845631;BIOGRID:849294	physical association	pubmed:21139048;pubmed:21890473;pubmed:21963094;pubmed:23000965
STAG1	WFDC5	BIOGRID:566150;BIOGRID:566183;BIOGRID:567698	direct interaction;physical association	pubmed:17112726;pubmed:17113138
STAG2	UBC	BIOGRID:618762;BIOGRID:626348;BIOGRID:628136;BIOGRID:845607;BIOGRID:849274;BIOGRID:943347	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:23000965;pubmed:24816145
STAG2	WFDC5	BIOGRID:566156;BIOGRID:566178;BIOGRID:566184;BIOGRID:567689	physical association	pubmed:17112726;pubmed:17113138
STAM	STAMBP	BIOGRID:278946;BIOGRID:315674;BIOGRID:315675;BIOGRID:315676;BIOGRID:428383;BIOGRID:437603;BIOGRID:477966;BIOGRID:565979;BIOGRID:565982;BIOGRID:607064;BIOGRID:672069;BIOGRID:674968;BIOGRID:674973;BIOGRID:715069;BIOGRID:914532;BIOGRID:914533;BIOGRID:935935	direct interaction;physical association	pubmed:10383417;pubmed:10982817;pubmed:12810066;pubmed:15314065;pubmed:16431367;pubmed:16520378;pubmed:16730941;pubmed:16760479;pubmed:17078930;pubmed:20159979;pubmed:24151880
STAM	UBC	BIOGRID:1060015;BIOGRID:428384;BIOGRID:437592;BIOGRID:438496;BIOGRID:565988;BIOGRID:568130;BIOGRID:592732;BIOGRID:610051;BIOGRID:619330;BIOGRID:625608;BIOGRID:628647;BIOGRID:676804;BIOGRID:678343;BIOGRID:680135;BIOGRID:732347;BIOGRID:814448;BIOGRID:814659;BIOGRID:846748;BIOGRID:850534;BIOGRID:942168	direct interaction;physical association	pubmed:15640163;pubmed:16735510;pubmed:16771824;pubmed:17078930;pubmed:20159979;pubmed:20504764;pubmed:20505072;pubmed:20736164;pubmed:21139048;pubmed:21187078;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22275353;pubmed:22505724;pubmed:23000965;pubmed:23314748;pubmed:24790097
