#VALUE = Log10 normalized expression of ORF																																
ORF	ORF_BNAME	P	A384	A744	A1224	A1824	A2496	B384	B744	B1224	B1824	B2496	C384	C744	C1224	C1824	C2496	D384	D744	D1224	D1824	D2496	E384	E744	E1224	E1824	E2496	F384	F744	F1224	F1824	F2496
yqfB	b2900	2.386592	2.311101	2.381623	2.403792	2.364996	2.337667	2.345885	2.270012	2.238478	2.247843	2.39309	2.30747	2.395001	2.359071	2.433989	2.486354	2.282625	2.314924	2.353911	2.353911	2.452144	2.320275	2.312248	2.353911	2.3176	2.387165	2.256825	2.320275	2.335564	2.332506	2.345311
bglA	b2901	2.833419	2.843166	2.858646	2.804178	2.813352	2.850428	2.828259	2.841254	2.78564	2.801885	2.790991	2.828259	2.875655	2.867819	2.817556	2.827494	2.851383	2.872406	2.813352	2.789462	2.828259	2.82329	2.873935	2.832654	2.800356	2.832654	2.818512	2.86457	2.810485	2.816027	2.808383
gcvP	b2903	2.090173	2.118649	2.080617	2.635232	2.685305	2.977519	2.336329	2.03475	2.700403	2.790609	2.792329	2.465523	2.093422	2.622237	2.594525	2.816027	2.106609	2.140436	2.694096	2.837814	2.684731	2.260838	2.088453	2.631028	2.72047	2.627014	2.111578	2.314924	2.631601	2.529164	2.679189
gcvH	b2904	2.440678	2.505848	2.546746	3.055303	3.116269	3.311779	2.789271	2.277083	3.227115	3.267632	3.2382	2.938723	2.417553	3.099068	3.154301	3.333184	2.495145	2.48062	3.165767	3.158314	3.01192	2.719514	2.426344	3.052628	3.204373	3.053201	2.570636	2.646699	3.071166	3.000071	3.119709
visC	b2906	2.24918	2.272496	2.20962	2.215162	2.263323	2.379138	2.263323	2.223953	2.211913	2.324862	2.293901	2.243256	2.230642	2.246123	2.383916	2.477563	2.205415	2.207517	2.174837	2.242109	2.281861	2.247269	2.242682	2.247843	2.279185	2.253576	2.28167	2.24918	2.256825	2.23026	2.19433
ubiH	b2907	2.229878	2.326582	2.241153	2.241153	2.253194	2.367863	2.331169	2.320275	2.270776	2.308044	2.21306	2.29543	2.300017	2.276319	2.424433	2.403028	2.34856	2.295239	2.29543	2.311101	2.290843	2.326582	2.275936	2.248225	2.299061	2.254149	2.26963	2.302501	2.296768	2.217264	2.253576
pepP	b2908	3.002747	2.996058	2.987648	2.903367	2.916554	2.955923	2.995293	2.99816	2.955923	2.977519	2.899927	2.976182	2.961848	2.995293	3.019373	3.057979	3.010773	2.968919	2.939487	2.943883	2.908336	2.993764	2.955159	2.985164	2.963186	2.904514	2.955159	2.910629	2.992617	2.930696	2.894384
ygfB	b2909	3.241831	3.19023	3.176661	3.13538	3.185452	3.229218	3.234187	3.069446	3.066961	3.04613	3.183923	3.143789	3.135954	3.202844	3.326686	3.362043	3.139585	3.111491	3.072886	3.13538	3.129838	3.143789	3.158314	3.181057	3.15239	3.192333	3.163283	2.987648	3.177425	3.186026	3.145509
zapA	b2910	2.863424	2.757928	2.707856	2.813352	2.765764	2.756399	2.744359	2.698109	2.814498	2.716839	2.753342	2.789653	2.820614	2.731555	2.775893	2.894384	2.903367	2.76844	2.835712	2.767293	2.784302	2.846223	2.875464	2.759266	2.835712	2.780862	2.709576	2.806089	2.765764	2.770924	2.792329
ssrS	b2911	3.284832	3.402559	3.654831	3.654831	3.69764	3.742743	3.562522	3.457218	3.615079	3.496588	3.584309	3.245271	3.439253	3.321717	3.276805	3.457218	3.475183	3.478049	3.424919	3.644319	3.501365	3.601892	3.605905	3.38899	3.612021	3.51589	3.570358	3.51589	3.485312	3.738539	3.405235
serA	b2913	3.618519	3.54666	3.51589	3.496588	3.54666	3.587749	3.501365	3.522961	3.504997	3.573033	3.570358	3.493912	3.641261	3.538824	3.490854	3.776189	3.510348	3.506716	3.41307	3.373127	3.348282	3.553158	3.609154	3.529459	3.536148	3.560038	3.513597	3.475183	3.462569	3.496588	3.483401
rpiA	b2914	2.993764	2.985164	3.007524	2.963186	2.926301	2.806089	3.004658	2.976182	2.97255	2.986502	2.992617	2.987648	2.987648	2.996058	2.911776	3.083779	3.033325	2.993	2.930696	2.875464	2.920758	2.967964	3.005613	2.97255	2.898015	2.97255	2.928212	2.939296	2.978475	2.914643	2.981724
argP	b2916	2.184966	2.061314	2.057874	2.121325	2.080044	2.211149	2.046598	2.003407	2.075457	2.154387	2.220704	2.071061	2.164325	2.100875	2.134702	2.286639	2.07775	2.078515	2.110813	2.148272	2.070488	2.139863	2.179806	2.105844	2.179806	2.141392	2.032838	2.095524	2.076412	2.132027	2.086542
yggE	b2922	2.834183	2.736523	2.82329	2.841254	2.820232	2.876037	2.829214	2.668678	2.859028	2.827494	2.909673	2.777804	2.846223	2.836859	2.762324	2.748755	2.765764	2.749328	2.722572	2.71875	2.755062	2.779524	2.808192	2.823098	2.836668	2.839534	2.789271	2.806472	2.829214	2.84393	2.761559
mscS	b2924	3.012876	3.002747	2.835712	2.682629	2.698683	2.439531	2.931269	2.656446	2.646699	2.655108	2.582676	2.976755	2.951145	2.73595	2.764044	2.789271	2.963186	2.769204	2.505848	2.475652	2.452718	3.01536	2.947705	2.700403	2.638481	2.562036	2.933945	2.770159	2.677087	2.659504	2.597583
fbaA	b2925	3.556597	3.573033	3.641261	3.638777	3.651391	3.66152	3.587749	3.550291	3.581443	3.651391	3.615079	3.605905	3.626928	3.707578	3.69764	3.716561	3.581443	3.584309	3.573033	3.525828	3.538824	3.584309	3.560038	3.622723	3.638777	3.651391	3.573033	3.609154	3.644319	3.612021	3.657888
pgk	b2926	3.764913	3.644319	3.657888	3.69764	3.734526	3.836772	3.693053	3.605905	3.688467	3.685218	3.730512	3.681013	3.668782	3.810398	3.822438	3.881875	3.629603	3.629603	3.688467	3.668782	3.74733	3.654831	3.651391	3.752299	3.752299	3.764913	3.685218	3.742743	3.757077	3.685218	3.730512
epd	b2927	2.508906	2.506421	2.601405	2.59873	2.599876	2.702887	2.555729	2.52687	2.555729	2.61077	2.627588	2.491323	2.522092	2.58172	2.739772	2.624721	2.532604	2.56108	2.678616	2.659504	2.685305	2.528399	2.52343	2.613636	2.620326	2.65186	2.502025	2.489985	2.56968	2.589747	2.623765
yggD	b2929	2.203504	2.187259	2.165281	2.037234	2.144258	2.145978	2.118649	2.126293	2.166428	2.178277	2.151712	2.14961	2.21994	2.181908	2.287021	2.348751	2.153049	2.140818	2.083484	2.184966	2.160885	2.157254	2.187832	2.181908	2.247843	2.080617	2.145978	2.133365	2.138716	2.14961	2.113489
tktA	b2935	3.305855	3.334522	3.384021	3.442311	3.410586	3.363763	3.348282	3.431799	3.428933	3.431799	3.483401	3.322673	3.326686	3.38899	3.450529	3.605905	3.325157	3.431799	3.407337	3.437151	3.416702	3.369496	3.398737	3.444986	3.454542	3.424919	3.384021	3.38211	3.431799	3.423964	3.427022
yggG	yggG	2.371685	2.403028	2.449469	2.570062	2.550569	2.559169	2.419464	2.309573	2.457114	2.461127	2.457114	2.44106	2.484443	2.466478	2.321613	2.202739	2.369009	2.457114	2.48559	2.467434	2.483869	2.347605	2.458451	2.50279	2.487309	2.58172	2.345885	2.405704	2.495145	2.547511	2.554773
speB	b2937	2.256252	2.376081	2.473932	2.507377	2.51311	2.518461	2.391179	2.476225	2.481576	2.532604	2.57312	2.352574	2.431313	2.473358	2.559169	2.690847	2.357734	2.457114	2.535853	2.422904	2.387357	2.371112	2.374169	2.495336	2.497247	2.53031	2.433606	2.573694	2.433989	2.493043	2.526106
speA	b2938	2.52687	2.589747	2.624721	2.715501	2.607521	2.524577	2.63313	2.657211	2.738052	2.790991	2.754297	2.592996	2.644215	2.6897	2.721425	2.789462	2.625103	2.694669	2.74971	2.694669	2.636379	2.640966	2.646508	2.664855	2.714927	2.680145	2.677087	2.770924	2.683967	2.685305	2.696389
yqgB	b2939	2.328875	2.411437	2.450042	2.426344	2.355058	2.229304	2.367098	2.437046	2.270967	2.455202	2.457114	2.429784	2.374361	2.490559	2.517506	2.540057	2.270967	2.395001	2.540822	2.438766	2.507377	2.483869	2.426726	2.544453	2.454056	2.520755	2.407997	2.440104	2.545599	2.455202	2.555729
metK	b2942	3.243169	3.191186	3.243169	3.444986	3.362043	3.366247	3.122576	3.317322	3.38899	3.350194	3.393003	3.200359	3.021667	3.204373	3.334522	3.490854	3.216604	3.2382	3.427022	3.51589	3.355162	3.259414	3.148567	3.343504	3.376567	3.21756	3.229218	3.212973	3.348282	3.369496	3.38555
yggJ	yggJ	2.360027	2.403792	2.450998	2.438766	2.467434	2.51311	2.433989	2.460553	2.393281	2.384108	2.493616	2.378183	2.454056	2.491323	2.56968	2.663326	2.358498	2.443544	2.432077	2.362894	2.460553	2.407423	2.433606	2.459407	2.421566	2.503554	2.408379	2.270012	2.407997	2.463994	2.497439
gshB	b2947	2.750666	2.826921	2.78564	2.77876	2.760031	2.769204	2.793858	2.828259	2.774937	2.775129	2.809147	2.798827	2.809147	2.801311	2.810867	2.931843	2.78736	2.790609	2.759266	2.686642	2.694096	2.780862	2.816027	2.76844	2.760604	2.76844	2.789462	2.706327	2.790227	2.760604	2.762324
yqgE	b2948	2.844886	2.738052	2.748755	2.666958	2.678616	2.67766	2.760604	2.746461	2.726777	2.665811	2.738052	2.722572	2.74971	2.736523	2.804943	2.865717	2.730026	2.732319	2.701167	2.64173	2.714354	2.677087	2.73595	2.734612	2.705372	2.709767	2.777231	2.735377	2.725248	2.673647	2.72563
yqgF	b2949	2.300972	2.395001	2.364423	2.395766	2.372258	2.33136	2.367863	2.356396	2.365378	2.313968	2.362894	2.390605	2.432077	2.401499	2.476225	2.527635	2.348751	2.367863	2.355058	2.294092	2.387547	2.361938	2.387357	2.347605	2.379138	2.35372	2.361938	2.383916	2.357351	2.293519	2.435709
yggS	b2951	2.272496	2.301928	2.336329	2.381623	2.365378	2.388312	2.294666	2.407997	2.366143	2.395766	2.419464	2.221851	2.256252	2.330213	2.395001	2.60389	2.271541	2.33136	2.281861	2.311675	2.222806	2.312248	2.3348	2.339195	2.337667	2.289505	2.223953	2.240007	2.297533	2.361938	2.238096
yggT	b2952	2.683584	2.750666	2.749328	2.68282	2.741493	2.703652	2.769204	2.761559	2.727541	2.803222	2.755062	2.701932	2.660842	2.766528	2.86113	2.905278	2.660269	2.725056	2.683967	2.660269	2.694669	2.752386	2.721234	2.734995	2.688936	2.727541	2.694096	2.663326	2.684731	2.659504	2.717985
yggU	b2953	2.663326	2.800356	2.723527	2.704416	2.723527	2.762324	2.738052	2.809147	2.82329	2.828259	2.755444	2.754297	2.733848	2.766528	2.912922	2.983826	2.788316	2.704416	2.684731	2.719514	2.661033	2.790227	2.721425	2.69314	2.721234	2.73595	2.717221	2.789271	2.738052	2.685687	2.726777
yggV	yggV	2.44106	2.478518	2.483869	2.549804	2.535853	2.582103	2.44106	2.5628	2.55592	2.570062	2.53031	2.474696	2.49419	2.533177	2.645553	2.774937	2.486354	2.524195	2.536235	2.52687	2.50795	2.517697	2.532604	2.545599	2.552098	2.521519	2.457114	2.5628	2.536235	2.50279	2.533177
yggN	b2958	2.414304	2.420419	2.466287	2.395957	2.540057	2.519035	2.447366	2.43762	2.407997	2.438766	2.408379	2.503554	2.454247	2.457114	2.476798	2.340724	2.47202	2.433989	2.448704	2.302119	2.398823	2.436473	2.427108	2.402646	2.345311	2.422904	2.433989	2.433606	2.364996	2.376081	2.436473
yggL	b2959	2.696389	2.751431	2.72391	2.738052	2.766528	2.678042	2.795005	2.622237	2.775129	2.766528	2.682629	2.755062	2.775893	2.770924	2.861895	2.710532	2.769204	2.705372	2.674793	2.642495	2.714927	2.790609	2.685305	2.655108	2.6897	2.702887	2.810867	2.714927	2.685305	2.686642	2.680145
yggH	yggH	2.44106	2.549231	2.500496	2.580382	2.592232	2.544453	2.503554	2.467434	2.566813	2.570636	2.548657	2.50451	2.532604	2.50967	2.705372	2.587454	2.551524	2.524386	2.549231	2.627014	2.637335	2.541777	2.524195	2.512155	2.529164	2.537382	2.521519	2.51139	2.529164	2.566813	2.566049
mutY	b2961	2.213633	2.217455	2.272114	2.301928	2.311101	2.345311	2.274216	2.250327	2.239051	2.267527	2.371112	2.212486	2.310146	2.331169	2.384108	2.302119	2.21994	2.29543	2.311101	2.321995	2.388312	2.205033	2.26963	2.256252	2.329831	2.362894	2.210193	2.204459	2.313586	2.333271	2.366143
yggX	b2962	2.806089	2.884829	2.89018	2.858646	2.884064	2.774937	2.876802	2.957261	3.00848	2.97083	2.919803	2.9091	2.911776	2.869157	2.976755	2.932798	2.869157	2.891135	2.884064	2.854441	2.897251	2.884064	2.861895	2.89706	2.866864	2.905278	2.79768	2.876802	2.845841	2.872406	2.846223
mltC	b2963	2.249563	2.196242	2.220895	2.258927	2.246123	2.229878	2.229878	2.380667	2.393854	2.357734	2.326582	2.254149	2.238478	2.294666	2.376081	2.313968	2.220704	2.260838	2.318555	2.322377	2.240198	2.221469	2.227776	2.309764	2.318555	2.296577	2.219367	2.178086	2.287021	2.313586	2.309573
speC	b2965	2.109093	2.311675	2.326582	2.455202	2.468198	2.566049	2.321995	2.407997	2.383916	2.395957	2.345311	2.322951	2.320275	2.389459	2.487883	2.617077	2.295239	2.367863	2.519035	2.58344	2.534132	2.327155	2.302119	2.409908	2.364423	2.379521	2.310146	2.379138	2.422713	2.447558	2.422522
gss	b2988	2.636379	2.660842	2.625103	2.580765	2.551524	2.396912	2.612108	2.640202	2.556684	2.630837	2.565667	2.669251	2.661033	2.623192	2.559742	2.64173	2.587645	2.644215	2.549804	2.518461	2.478136	2.648037	2.667722	2.537382	2.541777	2.452718	2.612681	2.548275	2.5628	2.567387	2.526297
yghU	b2989	2.625103	2.640966	2.565667	2.461127	2.453864	2.196624	2.633703	2.380859	2.4445	2.490559	2.507377	2.690847	2.710914	2.623765	2.587454	2.461509	2.660842	2.524577	2.420228	2.247843	2.263132	2.619561	2.59873	2.503554	2.497439	2.423095	2.631792	2.517697	2.506421	2.513875	2.513875
yqhA	b3002	2.466478	2.471256	2.474696	2.599876	2.487309	2.355058	2.465523	2.34168	2.50451	2.533177	2.61249	2.505466	2.473358	2.473358	2.587645	2.572356	2.423095	2.457496	2.486354	2.50967	2.508906	2.529164	2.524386	2.512537	2.542542	2.482914	2.522092	2.573884	2.506803	2.605801	2.55592
exbD	b3005	2.710532	2.716839	2.662944	2.618223	2.608476	2.734612	2.789462	2.563564	2.618606	2.538719	2.601787	2.790227	2.711296	2.72047	2.847561	2.884829	2.743404	2.706327	2.657211	2.635232	2.637526	2.67766	2.677087	2.684731	2.680145	2.652815	2.777804	2.68282	2.72563	2.743021	2.71875
exbB	b3006	2.903367	2.875655	2.923243	2.800356	2.766528	2.866864	3.005613	2.717221	2.709767	2.675558	2.773982	2.929167	2.901264	2.930696	3.04441	3.028929	2.89706	2.876802	2.875464	2.789653	2.84221	2.834183	2.899927	2.877566	2.846223	2.876037	2.882153	2.826539	2.908336	2.884064	2.949425
metC	b3008	2.587645	2.556684	2.6811	2.716265	2.665237	2.505848	2.55592	2.646699	2.618988	2.676322	2.709767	2.620326	2.550569	2.721234	2.623765	2.454056	2.517697	2.58344	2.638099	2.549231	2.550569	2.518461	2.48903	2.638481	2.605419	2.71875	2.560507	2.548657	2.652815	2.660269	2.809147
yghB	b3009	2.237331	2.196624	2.310146	2.277083	2.214015	2.146743	2.171396	2.283772	2.219367	2.300017	2.247078	2.24402	2.155725	2.261794	2.304795	2.277274	2.246123	2.188215	2.262176	2.180761	2.202739	2.19433	2.160885	2.24918	2.212486	2.276319	2.148272	2.14961	2.278039	2.242109	2.345885
yqhD	b3011	2.928785	2.801311	2.866864	2.875655	2.872406	2.790227	2.84393	2.9091	2.832654	2.859028	2.884829	2.778378	2.831316	2.830361	2.965861	2.846223	2.750666	2.809147	2.685305	2.72047	2.649566	2.790991	2.832081	2.837814	2.89018	2.789653	2.955923	2.877566	2.782964	2.915789	2.793858
dkgA	b3012	2.739772	2.566049	2.555729	2.473358	2.454056	2.345885	2.592041	2.527635	2.537382	2.550569	2.50107	2.612681	2.538337	2.542542	2.67766	2.44106	2.588027	2.498394	2.318746	2.228731	2.234464	2.564329	2.550569	2.571018	2.498012	2.44278	2.666958	2.6553	2.517506	2.553435	2.393281
ygiQ	b4469	2.280141	2.345885	2.373405	2.455393	2.454247	2.49419	2.306706	2.507377	2.457114	2.429784	2.441633	2.308044	2.30059	2.383916	2.452718	2.528399	2.371112	2.411437	2.461127	2.519035	2.518461	2.34856	2.321995	2.380859	2.395957	2.424433	2.311101	2.351618	2.408379	2.395192	2.453864
plsC	b3018	2.214015	2.279185	2.221469	2.319319	2.319702	2.409143	2.220895	2.2509	2.271541	2.358498	2.345885	2.21306	2.24918	2.277083	2.425197	2.463229	2.261985	2.254914	2.335373	2.380859	2.344547	2.236185	2.243256	2.283772	2.279568	2.296768	2.219749	2.19433	2.287595	2.302119	2.301737
parC	b3019	2.285683	2.366716	2.344547	2.432077	2.407806	2.466478	2.346267	2.429019	2.366716	2.412392	2.393281	2.352956	2.311101	2.412201	2.499541	2.604463	2.358689	2.401499	2.470683	2.482723	2.461127	2.348751	2.302501	2.371685	2.385063	2.407806	2.29199	2.314924	2.395192	2.35372	2.403028
ygiU	ygiU	2.49419	2.3606	2.364996	2.352956	2.337667	2.301737	2.39997	2.399014	2.469918	2.371494	2.376845	2.343973	2.311675	2.261985	2.149036	2.087688	2.387547	2.384681	2.342444	2.248225	2.241153	2.327155	2.254914	2.319319	2.263896	2.345885	2.302119	2.194521	2.306706	2.284728	2.261794
ygiW	b3024	2.730026	2.581147	2.601787	2.319702	2.356014	2.057874	2.666002	2.438193	2.394428	2.371685	2.420228	2.51311	2.500496	2.473932	2.453864	2.393281	2.605801	2.513875	2.219367	2.132982	2.191081	2.583822	2.533177	2.460553	2.364996	2.353911	2.682056	2.405895	2.379138	2.334609	2.29199
mdaB	b3028	2.588027	2.412201	2.52687	2.559742	2.522092	2.495145	2.497247	2.342444	2.39997	2.455393	2.58344	2.459407	2.484825	2.589747	2.684731	2.875464	2.395957	2.435135	2.420419	2.394428	2.484443	2.377801	2.455202	2.52343	2.498394	2.582103	2.510434	2.433989	2.48559	2.53031	2.538337
ygiN	b3029	2.986502	2.865717	2.806472	2.716839	2.700212	2.6553	2.830361	2.648037	2.710532	2.677087	2.817556	2.889415	2.912922	2.831316	3.000071	3.029311	2.912922	2.758693	2.665237	2.573884	2.626059	2.781435	2.744359	2.760031	2.721425	2.801311	2.857881	2.77876	2.731555	2.734612	2.756399
cpdA	b3032	2.237522	2.203886	2.221851	2.215926	2.283772	2.360027	2.254914	2.224718	2.229304	2.248225	2.334609	2.254914	2.230833	2.220704	2.407806	2.454247	2.262176	2.236185	2.305942	2.329831	2.282625	2.294666	2.262176	2.249563	2.232171	2.289697	2.246696	2.205033	2.265807	2.247269	2.309764
yqiB	b3033	2.477563	2.459407	2.493043	2.461509	2.487883	2.559742	2.486354	2.476798	2.523048	2.508906	2.50795	2.430548	2.495145	2.543497	2.646508	2.691803	2.472976	2.483869	2.526106	2.468198	2.519035	2.50451	2.441633	2.476225	2.4445	2.483487	2.51139	2.395957	2.495336	2.493616	2.498012
nudF	b3034	2.19433	2.223953	2.187641	2.167956	2.190508	2.21994	2.295239	2.176366	2.167956	2.204459	2.213633	2.28511	2.265807	2.285683	2.454056	2.349324	2.160885	2.213633	2.160885	2.148463	2.212104	2.18745	2.148463	2.19433	2.151712	2.284728	2.270012	2.096671	2.178277	2.217455	2.202548
tolC	b3035	3.285979	3.252342	3.243933	3.193479	3.229218	3.235333	3.26897	3.212017	3.241831	3.222147	3.262663	3.259414	3.212973	3.235333	3.350194	3.270499	3.289801	3.223866	3.240111	3.205137	3.142261	3.29305	3.232849	3.262663	3.228262	3.186026	3.245271	3.182777	3.205137	3.228262	3.16787
ygiA	b3036	2.821952	2.904514	2.851383	2.744932	2.800356	2.882726	2.778378	2.829214	2.775893	2.756399	2.774937	2.878713	2.85425	2.85425	2.967199	2.916554	2.821952	2.770159	2.792329	2.855015	2.843166	2.857881	2.843166	2.779524	2.821952	2.781435	2.830361	2.826921	2.773026	2.777231	2.745697
ygiB	b3037	3.186599	3.121047	3.127544	3.039632	3.054539	3.163283	3.175514	3.052628	3.000071	2.97083	3.028929	3.150861	3.154301	3.176661	3.218706	3.174368	3.157358	3.168634	3.191186	3.135954	3.142643	3.109771	3.122576	3.166723	3.143789	3.053201	3.175514	3.082441	3.138247	3.075752	3.109771
ygiC	b3038	2.935665	2.876037	2.836668	2.790227	2.847561	2.957261	2.877566	2.830361	2.728114	2.72391	2.756399	2.855015	2.861895	2.906234	2.987648	2.94847	2.84393	2.90222	2.961848	2.901264	2.929167	2.834756	2.817174	2.885975	2.898971	2.841254	2.893811	2.911776	2.900691	2.796725	2.878713
ygiE	ygiE	2.372258	2.273261	2.294092	2.242109	2.179806	2.058639	2.239051	2.166428	2.167956	2.219749	2.126293	2.244976	2.331169	2.262176	2.255487	2.278039	2.29543	2.261794	2.228731	2.125338	2.111387	2.247843	2.228731	2.222806	2.180761	2.211913	2.311675	2.270776	2.198917	2.196624	2.211913
ribB	b3041	2.741493	2.77876	2.74971	2.738052	2.714927	2.806472	2.752386	2.63485	2.808383	2.767293	2.738052	2.746461	2.697154	2.689891	2.560507	2.710914	2.789271	2.78564	2.793858	2.800356	2.784875	2.746461	2.711296	2.735377	2.75315	2.695434	2.778378	2.807045	2.783538	2.710532	2.710532
yqiC	b3042	2.487309	2.538719	2.626059	2.698109	2.685687	2.526106	2.527635	2.484443	2.659504	2.522092	2.688936	2.527635	2.597583	2.573694	2.777231	2.749328	2.495336	2.514448	2.439722	2.519799	2.534706	2.484443	2.599876	2.579045	2.595481	2.618606	2.577133	2.469154	2.55592	2.674793	2.590512
rygD	rygD	2.607521	2.573884	2.807045	2.60045	2.69314	2.397294	2.770159	2.623192	2.627014	2.597583	2.60217	2.44106	2.538719	2.491896	2.736523	2.755062	2.526106	2.637335	2.440104	2.45654	2.610196	2.556684	2.61249	2.665237	2.663326	2.82329	2.67766	2.440678	2.67766	2.666958	2.697154
rfaE	b3052	2.429784	2.523048	2.517697	2.628352	2.57312	2.582676	2.497439	2.570062	2.595098	2.585734	2.612681	2.534132	2.50107	2.533177	2.615356	2.701167	2.559742	2.57656	2.59376	2.665811	2.61077	2.542542	2.533177	2.529164	2.553053	2.530884	2.529164	2.574649	2.536617	2.580382	2.505848
glnE	b3053	2.203886	2.150947	2.071061	2.085777	2.066092	2.112533	2.155725	2.119604	2.093422	2.197388	2.109858	2.159165	2.165281	2.172734	2.21994	2.267145	2.118649	2.088453	2.119987	2.104888	2.084821	2.159165	2.093422	2.125911	2.152667	2.04851	2.139863	2.134702	2.112533	2.095524	2.128205
ygiF	b3054	2.316071	2.296577	2.252811	2.266381	2.29199	2.316835	2.274981	2.364423	2.33136	2.372258	2.302884	2.296577	2.312248	2.286639	2.313586	2.441633	2.311675	2.288359	2.254914	2.242682	2.14292	2.320848	2.349324	2.263132	2.310146	2.267145	2.257207	2.270967	2.266381	2.293901	2.246696
htrG	htrG	2.612681	2.706327	2.709385	2.705372	2.686642	2.72391	2.673647	2.584778	2.710914	2.645553	2.738817	2.660269	2.688936	2.679189	2.777804	2.692185	2.730217	2.725248	2.743021	2.687789	2.695243	2.696389	2.736523	2.711296	2.706327	2.6811	2.650713	2.640202	2.698109	2.710914	2.727541
cca	b3056	2.096671	2.075457	2.088453	2.08635	2.046598	2.148272	2.055007	2.160885	2.125338	2.17369	2.170823	2.086733	2.122089	2.101257	2.220704	2.19433	2.132027	2.080044	2.120942	2.094759	2.111578	2.062461	2.054434	2.083102	2.088453	2.089408	2.076986	2.097435	2.076986	2.05367	2.101257
ygjD	ygjD	2.078515	2.260265	2.320275	2.363658	2.320275	2.331933	2.214015	2.293519	2.219749	2.232171	2.363085	2.141392	2.239051	2.267527	2.321995	2.322951	2.254149	2.296577	2.3434	2.363085	2.399014	2.221851	2.293519	2.274981	2.330213	2.380094	2.140436	2.205415	2.27823	2.313968	2.337667
rpsU	b3065	3.431799	3.562522	3.612021	3.881875	3.770073	3.974184	3.591189	3.881875	3.974184	3.673178	3.997309	3.496588	3.550291	3.584309	3.734526	3.938445	3.721339	3.726116	3.752299	3.860088	3.685218	3.700698	3.716561	3.770073	3.847666	3.685218	3.45244	3.685218	3.730512	3.782304	3.688467
